txn_id,bank_id,currency_amount,txn_status,update_time
129,10000,27.00000,0,1445425454
130,10001,27.00000,0,1445425807
131,10001,27.00000,0,1445425829
132,10001,27.00000,0,1445425881
133,10006,27.00000,3,1445430660
134,10006,27.00000,3,1445430662
135,10006,27.00000,3,1445430664
136,10006,27.00000,3,1445430707
137,10000,27.00000,0,1445426512
138,10001,27.00000,0,1445428243
139,10001,27.00000,0,1445428320
140,10001,27.00000,0,1445428497
141,10000,27.00000,0,1445486133
142,10000,27.00000,0,1445486254
143,10001,27.00000,0,1445486833
144,10000,27.00000,0,1445486861
145,10000,27.00000,0,1445486911
146,10001,27.00000,0,1445487417
147,10000,27.00000,0,1445487462
148,10000,27.00000,0,1445490003
149,10001,2.00000,2,1445493779
150,10000,27.00000,0,1445494013
151,10000,27.00000,0,1445494131
152,10006,15.00000,2,1445495676
153,10000,15.00000,2,1445496036
154,10006,289.00000,3,1446176615
155,10006,68000.00000,3,1446176625
156,10000,289.00000,0,1445497200
157,10000,289.00000,0,1445497237
158,10001,289.00000,0,1445497336
159,10000,1260.00000,0,1445501442
160,10000,123.00000,0,1445831310
161,10001,1052.00000,0,1445834465
162,10006,180.00000,3,1445846433
163,10000,180.00000,0,1445842922
164,10001,180.00000,0,1445842946
165,10001,180.00000,0,1445843014
166,10000,350.00000,0,1445843144
167,10001,1191.00000,0,1445843239
168,10006,3000.00000,3,1445846438
169,10006,3000.00000,3,1445846444
170,10000,350.00000,0,1445843376
171,10006,3000.00000,3,1445846444
172,10006,3000.00000,3,1445846444
173,10001,801.00000,0,1445843539
174,10001,801.00000,0,1445843555
175,10001,801.00000,1,1445846277
176,10006,115.00000,2,1445846277
177,10006,195.00000,3,1445846459
178,10001,890.00000,0,1445843877
179,10006,195.00000,3,1445846465
180,10001,200.00000,0,1445844063
181,10001,200.00000,0,1445844084
182,10000,450.00000,0,1445844120
183,10006,392.00000,3,1445846480
184,10001,585.00000,0,1445844219
185,10001,50.00000,0,1445844248
186,10006,392.00000,3,1445846480
187,10001,890.00000,0,1445844308
188,10001,260.00000,0,1445844313
189,10001,890.00000,0,1445844316
190,10000,89.00000,2,1445846277
191,10001,585.00000,0,1445844325
192,10001,260.00000,0,1445844333
193,10001,495.00000,0,1445844349
194,10001,585.00000,0,1445844356
195,10001,50.00000,0,1445844370
196,10001,20.00000,2,1445846277
197,10001,585.00000,0,1445844506
198,10000,89.00000,0,1445844508
199,10000,272.00000,2,1445854457
200,10001,390.00000,0,1445850672
201,10001,436.00000,0,1445850688
202,10001,390.00000,0,1445850740
203,10001,890.00000,0,1445850756
204,10006,1260.00000,3,1445854457
205,10001,20.00000,2,1445854457
206,10006,920.00000,3,1445854458
207,10000,480.00000,0,1445850939
208,10001,890.00000,0,1445850948
209,10006,110.00000,3,1445854458
210,10000,882.00000,0,1445851500
211,10000,480.00000,0,1445851523
212,10000,1260.00000,0,1445851542
213,10000,882.00000,0,1445851577
214,10000,795.00000,0,1445855016
215,10000,795.00000,0,1445856096
216,10001,890.00000,0,1445856618
217,10001,890.00000,2,1445856771
218,10006,291.00000,2,1445856847
219,10001,795.00000,1,1445856796
220,10006,660.00000,3,1445859076
221,10001,390.00000,0,1445857161
222,10000,45.00000,2,1445857728
223,10006,23.00000,2,1445858990
224,10006,23.00000,2,1445917239
225,10000,480.00000,2,1445918171
226,10000,180.00000,0,1445920767
227,10001,440.00000,0,1445920771
228,10001,1040.00000,0,1445920790
229,10000,1191.00000,0,1445920807
230,10001,30.00000,0,1445920832
231,10001,30.00000,0,1445920927
232,10001,30.00000,2,1445921225
233,10001,200.00000,0,1445921122
234,10000,20.00000,2,1445921401
235,10000,250.00000,0,1445921451
236,10001,1201.00000,2,1445921672
237,10000,50.00000,2,1445921742
238,10001,440.00000,0,1445921820
239,10006,135.00000,2,1445922233
240,10001,291.00000,0,1445922140
241,10000,661.00000,2,1445922379
242,10001,291.00000,0,1445922556
243,10001,600.00000,2,1445922940
244,10001,440.00000,0,1445922730
245,10001,291.00000,2,1445922890
246,10001,2690.00000,0,1445922853
247,10006,195.00000,3,1445925711
248,10001,23.00000,0,1445923307
249,10001,23.00000,0,1445923331
250,10006,195.00000,3,1445925732
251,10001,150.00000,0,1445923535
252,10001,150.00000,0,1445923861
253,10001,440.00000,1,1445924057
254,10000,350.00000,0,1445924018
255,10001,150.00000,0,1445924030
256,10001,440.00000,0,1445924196
257,10001,2790.00000,0,1445924271
258,10006,164.00000,3,1445927470
259,10001,2790.00000,1,1445924483
260,10001,617.00000,2,1445924663
261,10001,150.00000,0,1445924734
262,10006,399.00000,3,1445927490
263,10001,2690.00000,0,1445924880
264,10001,326.00000,0,1445924890
265,10006,399.00000,3,1445927506
266,10001,790.00000,0,1445925076
267,10001,89.00000,0,1445925090
268,10001,89.00000,0,1445925108
269,10001,89.00000,1,1445925154
270,10001,89.00000,1,1445925170
271,10001,89.00000,0,1445925152
272,10001,2690.00000,0,1445925181
273,10001,300.00000,2,1445925440
274,10001,326.00000,0,1445925319
275,10001,326.00000,2,1445925516
276,10001,640.00000,0,1445925467
277,10000,89.00000,0,1445925557
278,10001,495.00000,2,1445925722
279,10006,89.00000,3,1445927546
280,10006,665.00000,3,1445929249
281,10001,640.00000,0,1445925927
282,10001,2548.00000,0,1445925992
283,10001,2548.00000,0,1445926008
284,10001,2548.00000,0,1445926015
285,10001,2548.00000,0,1445926045
286,10001,150.00000,0,1445926099
287,10001,270.00000,0,1445926124
288,10001,119.00000,2,1445926398
289,10001,270.00000,0,1445926148
290,10006,1.00000,3,1445929264
291,10001,270.00000,2,1445926539
292,10000,122.00000,0,1445926294
293,10000,122.00000,0,1445926360
294,10006,1.00000,3,1445929280
295,10006,2150.00000,3,1445929280
296,10001,1.00000,0,1445926560
297,10006,2150.00000,3,1445929285
298,10000,122.00000,0,1445926683
299,10006,2191.00000,3,1445929295
300,10001,401.00000,0,1445926757
301,10001,401.00000,0,1445926779
302,10000,13100.00000,0,1445926891
303,10001,1.00000,0,1445927001
304,10000,174.00000,0,1445927238
305,10001,401.00000,0,1445927603
306,10000,1385.00000,0,1445927669
307,10000,1385.00000,0,1445927751
308,10000,174.00000,0,1445927917
309,10001,401.00000,0,1445927956
310,10001,440.00000,0,1445927957
311,10000,2690.00000,0,1445928110
312,10000,2690.00000,0,1445928344
313,10001,190.00000,2,1445928563
314,10001,230.00000,0,1445928570
315,10001,390.00000,1,1445929034
316,10006,561.00000,3,1445931101
317,10001,390.00000,0,1445929075
318,10000,289.00000,0,1445929199
319,10001,390.00000,0,1445929244
320,10000,261.00000,0,1445929280
321,10001,230.00000,0,1445929350
322,10000,261.00000,0,1445929351
323,10001,368.00000,0,1445929418
324,10001,650.00000,2,1445929541
325,10001,230.00000,0,1445929502
326,10001,100.00000,2,1445929742
327,10001,390.00000,0,1445929521
328,10006,245.00000,3,1445932802
329,10006,1100.00000,3,1445932837
330,10001,390.00000,0,1445929595
331,10000,475.00000,0,1445929611
332,10006,220.00000,3,1445932838
333,10006,920.00000,3,1445932838
334,10006,220.00000,3,1445932843
335,10001,390.00000,0,1445929638
336,10006,1100.00000,3,1445932853
337,10001,318.00000,0,1445929702
338,10000,475.00000,0,1445929705
339,10001,1100.00000,0,1445929711
340,10001,230.00000,0,1445929717
341,10006,220.00000,3,1445932854
342,10001,390.00000,2,1445929922
343,10006,220.00000,3,1445932859
344,10001,230.00000,0,1445929808
345,10001,230.00000,0,1445929878
346,10001,318.00000,2,1445929988
347,10001,1100.00000,0,1445929928
348,10001,230.00000,0,1445929950
349,10001,230.00000,0,1445929976
350,10006,518.00000,3,1445932864
351,10001,113.00000,0,1445929992
352,10006,518.00000,3,1445932869
353,10001,390.00000,1,1445930143
354,10001,390.00000,0,1445930133
355,10001,340.00000,2,1445930394
356,10000,2590.00000,0,1445930253
357,10001,190.00000,0,1445930279
358,10000,385.00000,0,1445930280
359,10000,68.00000,2,1445930604
360,10001,190.00000,0,1445930411
361,10000,205.00000,0,1445930574
362,10001,195.00000,0,1445930591
363,10001,195.00000,0,1445930618
364,10006,518.00000,3,1445932905
365,10001,195.00000,0,1445930633
366,10001,1100.00000,0,1445930649
367,10001,195.00000,0,1445930652
368,10001,370.00000,0,1445930659
369,10000,205.00000,0,1445930760
370,10001,195.00000,0,1445930779
371,10000,205.00000,0,1445930797
372,10006,480.00000,3,1445932910
373,10000,950.00000,0,1445930879
374,10000,205.00000,0,1445930896
375,10000,950.00000,0,1445930902
376,10000,950.00000,2,1445931045
377,10000,190.00000,0,1445930960
378,10001,230.00000,0,1445930985
379,10006,490.00000,3,1445932925
380,10001,490.00000,4,1445931287
381,10000,205.00000,2,1445931181
382,10000,2590.00000,0,1445931087
383,10001,299.00000,1,1445931196
384,10001,1100.00000,0,1445931166
385,10001,205.00000,0,1445931189
386,10000,2590.00000,0,1445931190
387,10001,490.00000,4,1445931447
388,10006,390.00000,2,1445931432
389,10001,490.00000,0,1445931297
390,10001,490.00000,4,1445931588
391,10000,385.00000,0,1445931449
392,10001,350.00000,0,1445931547
393,10001,195.00000,0,1445931582
394,10000,195.00000,0,1445931585
395,10006,125.00000,3,1445936449
396,10001,421.00000,2,1445931819
397,10006,125.00000,3,1445936449
398,10001,160.00000,0,1445931654
399,10000,135.00000,0,1445931665
400,10001,350.00000,0,1445931762
401,10001,223.00000,1,1445931844
402,10001,250.00000,0,1445931794
403,10001,223.00000,0,1445931826
404,10001,350.00000,2,1445931964
405,10001,230.00000,0,1445931884
406,10000,400.00000,0,1445931914
407,10001,140.00000,0,1445931929
408,10001,223.00000,0,1445931989
409,10000,400.00000,0,1445932005
410,10001,220.00000,0,1445932019
411,10001,140.00000,0,1445932027
412,10001,3771.00000,0,1445932044
413,10001,220.00000,0,1445932134
414,10006,271.00000,3,1445936480
415,10001,140.00000,0,1445932144
416,10001,220.00000,0,1445932151
417,10001,180.00000,0,1445932175
418,10006,520.00000,2,1445932516
419,10006,271.00000,3,1445936485
420,10000,400.00000,0,1445932214
421,10001,449.00000,0,1445932217
422,10000,350.00000,0,1445932241
423,10001,2790.00000,0,1445932262
424,10006,45.00000,3,1445936485
425,10000,400.00000,2,1445932490
426,10001,2790.00000,0,1445932321
427,10001,220.00000,1,1445932551
428,10001,1100.00000,0,1445932328
429,10000,350.00000,2,1445932506
430,10001,140.00000,0,1445932397
431,10001,190.00000,0,1445932412
432,10006,45.00000,3,1445936491
433,10000,2690.00000,2,1445932617
434,10006,45.00000,3,1445936491
435,10001,160.00000,0,1445932553
436,10001,140.00000,0,1445932623
437,10001,140.00000,0,1445932641
438,10001,2590.00000,0,1445932646
439,10001,190.00000,0,1445932685
440,10001,223.00000,0,1445932767
441,10001,449.00000,0,1445932791
442,10001,420.00000,0,1445932851
443,10001,850.00000,0,1445932877
444,10001,230.00000,0,1445932923
445,10000,2590.00000,0,1445932940
446,10001,449.00000,0,1445932960
447,10001,160.00000,0,1445932982
448,10001,192.00000,0,1445932983
449,10001,449.00000,2,1445933211
450,10001,800.00000,1,1445933257
451,10001,140.00000,2,1445933211
452,10001,180.00000,0,1445933132
453,10001,192.00000,2,1445933292
454,10001,800.00000,0,1445933231
455,10001,420.00000,0,1445933269
456,10001,192.00000,0,1445933288
457,10006,390.00000,3,1445936541
458,10001,180.00000,0,1445933519
459,10001,160.00000,0,1445933606
460,10001,1611.00000,2,1445933873
461,10001,180.00000,0,1445933640
462,10006,683.00000,3,1445936566
463,10006,1000.00000,3,1445936567
464,10001,195.00000,0,1445933893
465,10001,401.00000,0,1445933904
466,10006,1000.00000,0,1445933946
467,10001,420.00000,0,1445934126
468,10000,1180.00000,0,1445934143
469,10001,195.00000,2,1445934660
470,10000,2590.00000,0,1445934264
471,10000,840.00000,0,1445934350
472,10000,35.00000,0,1445934351
473,10006,332.00000,3,1445936622
474,10000,840.00000,0,1445934377
475,10006,332.00000,3,1445936627
476,10000,175.00000,0,1445934552
477,10006,160.00000,3,1445936643
478,10000,175.00000,0,1445934602
479,10006,160.00000,3,1445936648
480,10000,175.00000,0,1445934620
481,10006,340.00000,3,1445936658
482,10000,1180.00000,0,1445934832
483,10001,223.00000,0,1445935071
484,10000,155.00000,2,1445935381
485,10001,223.00000,0,1445935259
486,10006,185.00000,3,1445940018
487,10000,175.00000,0,1445935352
488,10001,420.00000,0,1445935364
489,10006,185.00000,3,1445940053
490,10006,185.00000,3,1445940053
491,10001,420.00000,0,1445935390
492,10001,150.00000,2,1445935642
493,10001,501.00000,0,1445935444
494,10006,185.00000,3,1445940059
495,10001,501.00000,0,1445935471
496,10001,501.00000,0,1445935477
497,10001,501.00000,0,1445935502
498,10001,501.00000,0,1445935512
499,10001,420.00000,0,1445935531
500,10001,420.00000,2,1445935692
501,10001,501.00000,0,1445935571
502,10001,501.00000,0,1445935591
503,10006,513.00000,3,1445940064
504,10001,501.00000,0,1445935735
505,10001,501.00000,0,1445935742
506,10006,513.00000,3,1445940069
507,10001,501.00000,0,1445935828
508,10001,540.00000,2,1445936023
509,10001,501.00000,0,1445935840
510,10001,250.00000,0,1445935841
511,10001,2050.00000,0,1445935847
512,10001,501.00000,0,1445935901
513,10001,501.00000,0,1445935902
514,10001,552.00000,2,1445936329
515,10000,750.00000,0,1445936231
516,10000,2590.00000,2,1445936470
517,10001,175.00000,0,1445936316
518,10001,264.00000,0,1445936409
519,10006,174.00000,3,1445940129
520,10001,340.00000,2,1445936809
521,10001,310.00000,0,1445936588
522,10001,150.00000,1,1445937009
523,10001,2590.00000,2,1445936773
524,10006,210.00000,3,1445940140
525,10001,310.00000,0,1445936706
526,10001,310.00000,0,1445936779
527,10000,167.00000,0,1445936781
528,10000,1180.00000,0,1445936818
529,10000,1180.00000,0,1445936871
530,10001,310.00000,0,1445936905
531,10000,115.00000,2,1445937105
532,10001,150.00000,0,1445936983
533,10000,320.00000,2,1445937511
534,10000,152.00000,2,1445937285
535,10000,270.00000,0,1445937638
536,10001,190.00000,0,1445937750
537,10001,615.00000,2,1445938082
538,10001,160.00000,2,1445938403
539,10006,370.00000,3,1445940230
540,10006,370.00000,3,1445940231
541,10001,1100.00000,2,1445938403
542,10001,418.00000,0,1445938394
543,10001,418.00000,0,1445938494
544,10006,960.00000,3,1445943633
545,10006,960.00000,3,1445943634
546,10000,150.00000,2,1445938914
547,10001,1627.00000,0,1445938793
548,10001,1627.00000,0,1445938849
549,10001,1627.00000,0,1445938877
550,10001,30.00000,0,1445939080
551,10006,30.00000,3,1445943669
552,10001,285.00000,2,1445939365
553,10000,30.00000,0,1445939150
554,10001,30.00000,0,1445939240
555,10006,195.00000,3,1445943674
556,10001,190.00000,2,1445939446
557,10001,505.00000,0,1445939282
558,10006,195.00000,3,1445943649
559,10001,550.00000,0,1445939370
560,10006,195.00000,3,1445943685
561,10001,195.00000,0,1445939419
562,10001,2790.00000,0,1445939420
563,10001,2790.00000,0,1445939431
564,10001,195.00000,1,1445939636
565,10006,350.00000,3,1445943695
566,10001,2131.00000,0,1445939524
567,10001,505.00000,0,1445939532
568,10001,195.00000,0,1445939655
569,10006,350.00000,3,1445943705
570,10001,2131.00000,2,1445939857
571,10006,350.00000,3,1445943705
572,10000,175.00000,0,1445939747
573,10000,175.00000,0,1445939752
574,10006,167.00000,3,1445943711
575,10000,175.00000,0,1445939813
576,10001,796.00000,1,1445939972
577,10001,190.00000,0,1445939821
578,10000,350.00000,0,1445939876
579,10001,850.00000,0,1445939903
580,10001,796.00000,0,1445939973
581,10001,796.00000,0,1445939978
582,10006,167.00000,3,1445943716
583,10001,190.00000,0,1445940030
584,10001,850.00000,0,1445940052
585,10001,190.00000,0,1445940098
586,10001,850.00000,1,1445940145
587,10001,1360.00000,0,1445940110
588,10001,850.00000,0,1445940125
589,10001,796.00000,0,1445940125
590,10001,796.00000,0,1445940140
591,10000,288.00000,2,1445940426
592,10001,1360.00000,0,1445940188
593,10001,190.00000,2,1445940326
594,10006,350.00000,3,1445943721
595,10001,505.00000,2,1445940477
596,10001,796.00000,2,1445940642
597,10001,1360.00000,2,1445940643
598,10006,167.00000,3,1445943726
599,10006,167.00000,3,1445943742
600,10006,167.00000,3,1445943742
601,10000,450.00000,2,1445941219
602,10006,222.00000,3,1445943752
603,10001,152.00000,0,1445941273
604,10000,2590.00000,0,1445941297
605,10000,2590.00000,0,1445941389
606,10000,2590.00000,0,1445941394
607,10006,360.00000,3,1445943753
608,10006,167.00000,0,1445941576
609,10001,152.00000,0,1445941607
610,10001,152.00000,0,1445941697
611,10000,391.00000,0,1445941778
612,10001,152.00000,1,1445941885
613,10006,222.00000,3,1445943768
614,10001,140.00000,2,1445942226
615,10000,385.00000,0,1445941959
616,10000,391.00000,0,1445941985
617,10000,2050.00000,2,1445942156
618,10001,2790.00000,0,1445942218
619,10001,595.00000,0,1445942248
620,10006,1274.00000,3,1445945446
621,10001,595.00000,0,1445942360
622,10006,595.00000,3,1445945452
623,10001,1050.00000,0,1445942674
624,10006,167.00000,3,1445945457
625,10001,185.00000,0,1445943336
626,10000,320.00000,0,1445943508
627,10006,167.00000,3,1445945467
628,10006,189.00000,3,1445945467
629,10006,167.00000,3,1445947237
630,10006,250.00000,3,1445947242
631,10000,289.00000,2,1445944199
632,10001,140.00000,0,1445944039
633,10001,140.00000,0,1445944114
634,10006,350.00000,3,1445947273
635,10006,350.00000,3,1445947288
636,10006,176.00000,3,1445947298
637,10006,350.00000,3,1445947299
638,10006,475.00000,3,1445947314
639,10001,650.00000,0,1445944961
640,10006,400.00000,3,1445947283
641,10001,650.00000,0,1445945044
642,10006,400.00000,3,1445947324
643,10001,420.00000,0,1445945058
644,10000,1390.00000,0,1445945107
645,10001,420.00000,1,1445945311
646,10001,420.00000,1,1445945306
647,10001,420.00000,0,1445945319
648,10000,1650.00000,0,1445945408
649,10000,1650.00000,0,1445945476
650,10001,170.00000,0,1445945492
651,10000,574.00000,0,1445945574
652,10001,590.00000,2,1445945818
653,10006,140.00000,3,1445949034
654,10000,574.00000,0,1445945743
655,10000,1650.00000,0,1445945836
656,10000,1650.00000,0,1445945895
657,10000,391.00000,2,1445946259
658,10006,350.00000,3,1445949039
659,10001,2250.00000,3,1445946475
660,10000,530.00000,0,1445946301
661,10006,205.00000,3,1445949040
662,10000,940.00000,0,1445946359
663,10000,146.00000,0,1445946364
664,10006,350.00000,3,1445949040
665,10000,574.00000,0,1445946400
666,10000,146.00000,0,1445946413
667,10000,530.00000,0,1445946434
668,10006,350.00000,3,1445949045
669,10001,150.00000,0,1445946475
670,10001,351.00000,1,1445946620
671,10001,2250.00000,0,1445946492
672,10000,146.00000,0,1445946527
673,10000,146.00000,2,1445946705
674,10000,150.00000,0,1445946589
675,10006,826.00000,3,1445949055
676,10001,351.00000,2,1445946791
677,10000,150.00000,0,1445946667
678,10006,600.00000,3,1445949056
679,10000,574.00000,0,1445946714
680,10006,350.00000,3,1445949056
681,10000,125.00000,2,1445947006
682,10000,574.00000,0,1445946901
683,10000,136.00000,0,1445946998
684,10006,826.00000,3,1445949071
685,10000,136.00000,0,1445947061
686,10006,826.00000,3,1445949071
687,10001,299.00000,2,1445947625
688,10001,175.00000,0,1445947357
689,10001,150.00000,0,1445947358
690,10000,574.00000,0,1445947386
691,10000,136.00000,2,1445947790
692,10000,574.00000,2,1445947866
693,10001,417.00000,0,1445947829
694,10001,417.00000,1,1445947876
695,10000,288.00000,0,1445947858
696,10001,150.00000,0,1445947976
697,10001,250.00000,0,1445948055
698,10001,250.00000,2,1445948412
699,10006,176.00000,3,1445952655
700,10000,150.00000,2,1445948623
701,10006,254.00000,3,1445952655
702,10000,167.00000,0,1445948601
703,10001,135.00000,1,1445948923
704,10006,150.00000,3,1445952671
705,10006,150.00000,3,1445952671
706,10001,135.00000,2,1445949019
707,10006,171.00000,3,1445952676
708,10006,150.00000,3,1445952677
709,10006,100.00000,3,1445952677
710,10006,254.00000,3,1445952682
711,10006,378.00000,3,1445952682
712,10000,254.00000,2,1445949197
713,10006,378.00000,3,1445952683
714,10000,920.00000,2,1445949242
715,10001,320.00000,0,1445949535
716,10001,205.00000,1,1445949673
717,10000,320.00000,0,1445949739
718,10000,200.00000,2,1445950309
719,10006,230.00000,3,1445952718
720,10001,210.00000,0,1445950430
721,10006,230.00000,3,1445952723
722,10001,30.00000,0,1445950484
723,10001,30.00000,0,1445950541
724,10001,205.00000,0,1445950607
725,10006,100.00000,3,1445952733
726,10001,190.00000,0,1445950690
727,10006,100.00000,3,1445952734
728,10001,30.00000,0,1445950797
729,10001,190.00000,0,1445950822
730,10006,550.00000,3,1445952739
731,10006,210.00000,3,1445956236
732,10001,205.00000,2,1445951056
733,10006,210.00000,3,1445956236
734,10006,210.00000,3,1445956237
735,10001,340.00000,0,1445951030
736,10006,550.00000,3,1445956242
737,10001,310.00000,2,1445951296
738,10006,550.00000,0,1445951149
739,10006,210.00000,3,1445956262
740,10006,580.00000,3,1445956267
741,10001,240.00000,0,1445951535
742,10006,2250.00000,3,1445956298
743,10006,2250.00000,3,1445956303
744,10001,234.00000,0,1445951621
745,10001,240.00000,0,1445951625
746,10000,90.00000,0,1445951635
747,10001,240.00000,0,1445951660
748,10000,90.00000,0,1445951709
749,10001,240.00000,2,1445951877
750,10001,234.00000,0,1445951748
751,10001,234.00000,0,1445951766
752,10001,250.00000,0,1445951798
753,10000,565.00000,2,1445952098
754,10001,240.00000,0,1445951877
755,10001,234.00000,0,1445951941
756,10001,650.00000,2,1445952329
757,10000,470.00000,0,1445952193
758,10000,470.00000,0,1445952222
759,10001,234.00000,2,1445952510
760,10001,180.00000,0,1445952254
761,10001,180.00000,2,1445952459
762,10001,135.00000,0,1445952516
763,10001,135.00000,0,1445952641
764,10006,144.00000,3,1445956369
765,10006,144.00000,3,1445956374
766,10000,100.00000,2,1445953015
767,10000,560.00000,0,1445952878
768,10001,159.00000,0,1445952956
769,10006,144.00000,3,1445956374
770,10001,351.00000,0,1445952991
771,10006,144.00000,3,1445956375
772,10001,256.00000,0,1445953064
773,10006,144.00000,3,1445956380
774,10001,159.00000,2,1445953245
775,10001,320.00000,0,1445953161
776,10000,135.00000,2,1445953436
777,10006,288.00000,2,1445953692
778,10001,269.00000,1,1445953517
779,10001,320.00000,0,1445953435
780,10001,200.00000,0,1445953506
781,10006,360.00000,3,1445956410
782,10001,256.00000,0,1445953610
783,10006,630.00000,3,1445956415
784,10006,630.00000,3,1445956416
785,10006,630.00000,3,1445956416
786,10001,200.00000,0,1445953721
787,10006,630.00000,3,1445956421
788,10001,200.00000,2,1445954088
789,10001,7340.00000,0,1445953823
790,10001,386.00000,2,1445954559
791,10000,530.00000,0,1445954145
792,10000,560.00000,2,1445954364
793,10006,497.00000,3,1445956436
794,10000,511.00000,0,1445954256
795,10001,310.00000,2,1445954690
796,10000,205.00000,2,1445954825
797,10006,2548.00000,3,1445956442
798,10001,140.00000,0,1445954603
799,10001,140.00000,0,1445954611
800,10006,2548.00000,3,1445956452
801,10000,360.00000,0,1445954713
802,10006,160.00000,2,1445954881
803,10000,360.00000,2,1445954911
804,10000,180.00000,2,1445955087
805,10000,150.00000,2,1445955097
806,10000,205.00000,2,1445955183
807,10000,149.00000,0,1445955070
808,10000,149.00000,2,1445955348
809,10000,540.00000,0,1445955296
810,10001,1200.00000,0,1445955296
811,10001,1200.00000,0,1445955309
812,10006,790.00000,3,1445958050
813,10006,205.00000,3,1445958065
814,10001,205.00000,2,1445955789
815,10001,390.00000,0,1445955648
